,0
Pla2g4a,10
Btrc,10
Sfxn3_2,10
Glrx2_1,10
Hnrnpa3_1,10
Hnrnpa3_2,10
Ncoa4_1,10
Atp5mc3_2,10
Prkab1,10
2310009B15Rik,10
Colq,10
Erlin1,10
Scrn3_2,10
Trex1,10
Shisa5_2,10
Dynll1_2,10
Rab9,10
Pbrm1,10
Rnf10_2,10
Rnf10_3,10
Mlec,10
Dync1i2_1,10
Tpt1-ps5,10
Qrich1_2,10
1500011B03Rik_2,10
Tmsb4x_1,10
Tspan9,10
Tmsb4x_2,10
Tmsb4x_3,10
Tchp,10
Prkcd_1,10
Entpd1_1,10
Adipor1_2,10
Foxn2,10
Vwf_1,10
Bmx,10
Selenok_1,10
Alkbh2,10
Zrsr2,10
Ap1s2,10
Ctps2,10
Ppm1b_2,10
Lrpprc,10
Iscu_2,10
Iscu_3,10
Rbbp7_2,10
Rai2,10
Mta3_2,10
Rps24_1,10
Rab29_2,10
Chd4,10
Marchf5_2,10
Acrbp,10
Ing4,10
Pus1,10
Ep400,10
Gene_36,10
Sh3kbp1_2,10
Ifih1,10
Ifit1bl1,10
Ptpn6,10
Golga3_2,10
Sms_1,10
Zfp932,10
Glyctk,10
Gm15446,10
Atp2c1_2,10
Fgfrl1,10
Kdm5c_2,10
Rpl15_3,10
Phc1,10
Dpp10,10
Huwe1_1,10
Oxsm,10
Steap3,10
Evi5_1,10
Trf_2,10
Zbtb14,10
Maged2,10
Nmi,10
Lrrc8b,10
Alas2,10
Apex2,10
Bcl2,10
Arpc5l,10
Nck1,10
Tmem164,10
Dtymk_2,10
Acsl4,10
Rabgap1_1,10
Hnrnpd_2,10
Raf1,10
Atg4a_1,10
Bmp2k_2,10
Ttll11,10
Psmd10_2,10
Tatdn2_1,10
Cntrl,10
Uhrf1,10
Plp1_2,10
Tada3_4,10
Mthfsl,10
Gapvd1_2,10
Bex3,10
Mapkap1,10
G3bp2_1,10
Mtmr14_1,10
Setd5,10
Srgap3,10
Atg16l1,10
Rftn1_2,10
Hnrnph2,10
Rpl36a,10
Sh3bgrl2,10
Mob1b_2,10
Eif4e2_2,10
Grsf1,10
Sh2d3c_2,10
Foxp4_1,10
Foxp4_2,10
Sytl4,10
Tomm6_1,10
Tomm6_2,10
Slc25a25,10
Diaph2,10
Foxp1_1,10
Ciz1_1,10
Ubr2,10
Cab39,10
Epha5_1,10
Swi5_1,10
Epha5_2,10
Ccdc88b_1,10
Rest,10
Hopx,10
Nr2c2_1,10
Rasgrp2_1,10
Rasgrp2_2,10
Cysltr1,10
Zfp318_1,10
Sf1_1,10
Sf1_2,10
Taf9b,10
Srd5a3_2,10
Wdfy1,10
Tmem63b,10
Sac3d1,10
Fip1l1_2,10
Runx2,10
Atrx,10
Mgll,10
Rab7,10
Dnpep,10
Copg1,10
Sh3glb2_2,10
Pin4,10
Arhgap25_2,10
Lrrc8a,10
Gfpt1,10
Drap1_2,10
Slc30a9_1,10
Myg1_1,10
Tpm1_2,10
Dync2i2,10
Rnf25,10
Bcs1l,10
H2-T27,10
Odf2,10
H2-T24,10
Mx1,10
Tmbim1_2,10
Pja1,10
Pnkd,10
Arpc2_2,10
Ophn1_2,10
Grk2_3,10
Ddx31,10
Gtf3c5,10
Dis3l,10
Zcchc4,10
Klhl15,10
Pcyt1b,10
Ino80b,10
Mrpl53,10
Wdr5,10
Tasl,10
Lsm2,10
Rexo4,10
Ehmt2_2,10
Son_1,10
Tmsb10_1,10
Tmsb10_2,10
Brcc3_1,10
Klf7,10
Mpp1_2,10
Mpp1_3,10
Fam50a,10
H2-DMb1,10
Traf2,10
Samsn1,10
Snca_1,10
Abcg2,10
Stradb_2,10
Vopp1_1,10
H2-K1_2,10
Cflar_1,10
Kbtbd2,10
Tprn,10
Add1_1,10
Ppil3_2,10
Ndor1_2,10
Irak1,7
St3gal6,10
Zfyve28,10
Cmss1,10
Naa10_2,10
Tacc3,10
L1cam_2,10
Ppp2r1b,10
Pcnp_1,10
Maea,10
Nfkbiz,10
Cblb_1,10
Gls,10
Cadm1,10
Cetn2_2,10
Zpr1_1,10
Sidt2_2,10
Vma21,10
Zfp777,10
Zfp398,10
Fmr1,10
Mpzl3,10
Zbtb20,10
Rbmx,10
Cfap91,10
Pstpip2,10
Gsk3b_2,10
Mapk14,10
Srpk1_1,10
Mrps33_2,10
Mkrn1_2,10
Dnajb6_3,10
Thy1_1,10
Bltp3a,10
Prkcq_2,10
Ilrun_1,10
Ilrun_2,10
Rps10_2,10
Rps10_3,10
Rbm33_4,10
Nudt3_2,10
Stk26,10
Atp5f1c,10
Zc3hav1_1,10
Zc3hav1_2,10
Taf3_2,10
Adcy5,10
Unc50,10
Cuta_2,10
Usp6nl,10
Aifm1,10
Prkag2,10
Luc7l,10
Optn,10
Cald1_1,10
Cald1_2,10
Cald1_3,10
Itgb5_1,10
Arid5a_1,10
Slc4a2,10
Spire1_2,10
Slc37a2,10
Stag2,10
Rpl35a_2,10
Plxna4,10
Hyls1,10
Cul4b,10
Ubxn7_1,10
Tmem209,10
Nrros,10
Dnajc2,10
Nrf1_2,10
Zbtb44_1,10
Rpl39,10
Steep1_1,10
Tspan33_2,5
Tmem60,10
Msrb1_2,10
Dock11_1,10
Dock11_2,10
Acp5,10
Pot1a,10
Prkcsh_2,10
Rab3d,10
Eloc_1,10
Tmem243,10
Slc12a2,10
Rnps1,10
Carm1,10
Tes,10
Raver1,10
Phf14_1,10
Eef1akmt4,10
Zfp944,10
Mrpl15_2,10
Nr3c1,10
Slc38a5,10
Txnrd2_1,10
Rbm3_1,10
Rbm3_2,10
Rbm3_3,5
Gene_37,10
Mre11a,10
Suv39h1,10
Hdac6,10
Ranbp1,10
Pqbp1_2,10
Otud5_2,10
Birc3_2,10
Tfe3,10
Mapk1_2,10
Apc,10
Arid1b,10
Ntan1_1,10
Tpgs2,10
Mapre2_2,10
Dnaja3,10
1700037C18Rik,10
Epc1,10
Gene_38,10
Rps23-ps1,10
Gm5915,10
Rps19-ps3,10
Arl1,10
Kdm1a,10
Mtfr1l,10
Gene_39,10
Ctss_2,10
Gps1,10
Xylt2,10
Zfp628,10
Gps2_2,10
Adprm,10
Zgpat,10
Cstf1,10
Ctu2,10
Trmt5,10
Slc12a4,10
Eef1d_3,10
Cyth3,10
Gatad2a_1,10
Mphosph8,10
Pabpn1_2,10
Wbp11,10
Fen1,10
Chic1,10
Washc1_2,10
Gene_40,10
Brms1,10
Mrpl39,10
H2-Q7_1,10
Mad2l1,10
Rxrb_2,10
Pram1,10
Ndufb11,10
Arid5a_2,10
Usp14_2,10
Abhd17c,10
Pld3,10
Chaf1b,10
Ube2w,10
Phtf1,10
Clec4a3,10
Oas1c,10
Gm13340,10
Gemin7_2,10
Dcaf11,10
Qser1,10
Smc2,10
Abca3,10
Psmd4_3,10
Wdr81_1,10
Taok2_2,10
Gm15185,10
Msn,10
Ssbp1,10
Kif2a_2,10
Cc2d1a_2,2
Chpt1,10
Il12rb2,10
Pttg1_3,10
Jkamp,10
Usp33,10
Ube4a,10
Ecm1_2,10
Or1r1,10
Slc29a3,10
Gm14044,10
Rasa3_1,10
Hspa8_2,10
Gm9385,10
Gm14914,10
Nfu1,10
Fbxo7_2,10
Rab3il1_1,10
Tbrg1_1,10
Gm14659,10
Blnk_2,10
Gapdh_2,10
Vamp2_2,10
Csnk1e_1,10
Aip_2,10
Ifnar2_2,10
Gm11478,10
Uspl1,10
Spsb3_1,10
Slc48a1,10
Gm13722,10
Trmt112-ps2,10
Ngrn,10
Fam220a_2,10
Vwa5a,10
Cbx5,10
Phtf2,10
Ift46_1,10
Ttc33_2,10
Zcchc2,10
Atp5pb_1,10
Gm6023,10
Vps9d1,10
Mfn1_2,10
Gm12191,10
N6amt1,10
N4bp2l2_1,10
Hipk1_2,10
Gm7541,10
Card6,10
Pttg1_4,10
R3hcc1,10
Tbkbp1,5
Itgal,10
Impa1,10
Gm12896,10
Gm13772,10
Gm13835,10
Prxl2a_2,10
Fam234a,10
Ncln_2,10
Rps6-ps4,10
Pdcd5,10
Emc10_1,10
Slc46a3,10
Gm15772,10
Ndufa5_2,10
Tpm3_2,10
Ccdc186,10
Gm12328,10
Gm14654,10
Gm7331,10
Gm6767,10
Rpl22-ps1,10
Gm2810,10
Gm15464,10
Hagh_1,10
Mapk1ip1,10
Med28_2,10
Gapdh_3,10
Hnrnph3_1,10
Gm11687,10
Fam131a,10
Rpl17-ps8,10
Gm13456,10
Gucd1_2,10
Bcl11a_3,10
Ccdc9_2,10
Zfp617,10
Gm10443,10
Tmem128_2,10
Gm12168,10
Rpl5-ps2,10
Pisd-ps1,10
Gm12411,10
Idua_1,10
Mef2d_2,10
Edc4,10
Mrpl40_2,10
Auh_3,10
Gimap6_2,10
Sirt6_2,10
Srp19,10
Fkbp8_2,10
Son_2,10
Ndufb2_1,10
Samd8,10
Tmed5_2,10
Gm14667,10
Gm12250,10
Zbtb8os_2,10
Gm11517,10
Lancl1,10
Stambpl1,10
Dennd10,10
Gm11512,10
Ctsf_1,10
Fkbp8_3,10
Entrep3,10
Zfp268,10
Dus2,10
Usf3,10
Rps12-ps19,10
Rps27a-ps3,10
Gatad1_2,10
Rabgef1,10
Zfp740_1,10
Eme2,10
Gm15807,10
Gm7363,10
Tmem41b,10
Rsl1d1,10
Pcf11_1,10
Mrpl24_2,10
Gm12879,10
Zfp607b,10
Zbtb9,10
Gm11410,10
Samd9l,10
Prr14l,10
Syk_2,10
Tpd52_3,10
Gm6136,10
Snrk,10
Vcf1,10
Hmox2_2,10
Gm12918,10
Matk,10
Brd4_1,10
Urgcp,10
Isg20_2,10
Rpl10a-ps1,10
Lmna_2,10
Stt3a,10
Snx12,10
Fam107a,10
Gm15387,10
Gm9083,10
Trim24_1,10
Coa4,10
Cox17_2,10
Stxbp6,10
Bcl3,10
Lmo4_1,10
Prpf39,10
Bcl7a,10
Rpsa-ps12,10
Kif3a,10
Fip1l1_3,10
Cracd,10
Gm7722,10
Gm13339,10
Tmem30a_1,10
Scamp3_2,10
Rpsa-ps9,10
Tbc1d10b,10
Chmp1b2,10
Gm8172,10
Gm13341,10
Trafd1_2,10
Gm11400,10
Gene_41,10
Bcat2,10
Gm12416,10
Paics,10
Syngr2_2,10
Ndufb4c,10
Spsb3_2,10
Tpt1-ps3,10
Mrpl24_3,10
Ank1,10
Adar,10
Palld,10
Gm14407,10
Leng8_2,10
Brd4_2,10
Rph3al,10
Smarcb1_1,10
Gramd1b_1,10
Gm14324,10
Gm12403,10
Gm4631,10
Aip_3,10
Iqcc_2,10
Gm16459,10
Fuca2_2,10
Rpl28-ps1,10
Tmem219,10
Rpl18-ps1,10
Gm15682,10
Gm15542,10
Gm12912,10
Psenen-ps,10
Fus_2,10
Orai1,10
Smim14_2,10
Lonp2_2,10
Rpsa-ps4,10
Rab27b_2,10
Stx4a_2,10
Mapk8ip3_1,10
Tpt1-ps6,10
Gm14735,10
Ndufb5_1,10
Golga7_2,10
Rps15-ps2,10
Lmo4_2,10
Rpl13-ps1,10
Gm11263,10
Chpf2_2,10
Zfp868,10
1700030K09Rik,10
Mrpl24_4,10
Nrip1,10
Gm12693,10
Llph-ps2,10
Lias,10
Wdr12_2,10
Csnk1e_2,10
S1pr5,10
Usp5,10
Atg16l2,10
Gm5776,10
Eef2-ps2,10
Gm12338,10
Snrpa,10
Gm12895,10
Bola3_2,10
Eif4a-ps4,10
Rdh12_1,10
Crtc3,10
Dyrk1a_2,10
Ndufb5_2,10
Gm14849,10
Klc1,10
Son_3,10
Disc1,10
Rpl19-ps11,10
Becn1_2,10
Copa_2,10
Clec16a_2,10
Sik3_1,10
Gas2l1_3,10
Pnpla8_2,10
Sirt2_1,10
Zfr,10
Ppp1r15b_2,10
Ankrd35_2,10
Strada,5
Chd3_2,10
Gusb_2,10
Mkrn1_3,10
Plekho1_2,10
Urm1_2,10
Zeb2_1,10
Fkbp8_4,10
Senp3,10
Pdap1_2,10
Myo5a_1,10
Mrps35_2,10
Pgls_2,10
Map2k2_2,10
Ubac1_2,10
Dynll1_3,10
Ndufab1,10
Stradb_3,10
Ctsh_2,10
Ankrd33b,10
Uggt2,10
Hspb6,10
Sgf29_2,10
Angel2,10
Eif4a2_1,10
Pirt,10
Lmo2_2,10
Rap1gap2,10
Psmf1_3,10
Gmip_2,10
Map4k2_2,10
Haus8_2,10
Asnsd1_2,10
Fundc2_2,10
Cenpv_2,10
Cflar_2,10
Parp3,10
Dhodh,10
Ptgr2,10
Iscu_4,10
Ythdc1_2,10
Ube2r2_2,10
Rasgrp2_3,10
Elp5,10
Ifi203_1,5
Rsf1,10
Lpcat1,10
Uhrf2_2,10
Trim28_2,10
Mcf2l,10
Eftud2_2,10
Map2k2_3,10
Samhd1_3,10
Cfap74_2,10
Mrto4_2,10
Eif4a1_1,10
Ehmt2_3,10
Tafazzin,10
Tor1aip1_2,10
Ppp1r12c_2,10
Bfsp2_1,10
Erg28_2,10
Hras_2,10
Dhcr7,10
Cltc_3,10
Pgd_2,10
Pigu,10
Nsun5,10
Mrpl17_1,10
Sptan1,10
Tmem259_2,10
Apip,10
Pierce2,10
Gga2_2,10
Mmp24os1,10
Sec63_2,10
Tm6sf1_2,10
Tlk1_2,10
Rpl37rt_2,10
Ten1_2,10
Nt5c_2,10
Mysm1,10
Hexd,10
Naa38_1,10
Gnas_5,10
Ssbp3_2,10
Acbd4_2,10
Tpr_1,10
Ube2j1,10
Psmg4_1,10
Pak2_2,10
Pxdc1,10
Pcnp_2,10
Stard7,10
Ncor2_2,10
Vps16_2,10
Zzef1,10
Naa12_1,10
Zmym6,10
Phb1_2,10
Uba52_2,10
Atxn7l1_2,10
Prpf38b_2,10
Mctp1,10
Tenm1,10
Capn3,10
Isoc2a,10
Aktip,10
Acin1_2,10
Slc35c1,10
H13_2,10
Rgs3_2,10
Pi4kb_1,10
Cul4a_2,10
Ing2_2,10
Vps72_2,10
Exosc8_2,10
Zfp407,10
Ciz1_2,4
Dnlz_2,10
Prdx2_3,10
Dynll1_4,10
Spg7,10
Map7d1_2,10
Tbcel,10
Faf2_2,10
Capns1_2,10
Ubr3_2,10
Plxdc2,10
Mbd6_2,10
Msto1,10
Rpl35_2,10
Mapk8ip3_2,10
Tm6sf1_3,10
Ccnl2_2,10
Mllt3_2,10
Ucp2_1,10
Cxcl16,10
Churc1_2,2
Zfp341,10
Sec11c_2,10
Mri1,10
Ebna1bp2_2,10
Eef1b2_1,10
Ucp2_2,10
Asah1,10
Rpl12_2,10
Srsf10_2,10
Tcirg1_2,10
Srpk1_2,10
Itga6_2,10
Ap2m1_3,10
Rab34,10
Pwwp3a_2,10
Abcb9_2,10
Btbd2_1,10
Zfp960,10
Kdm7a_2,10
Rnaseh2c_2,10
Ddx49_2,6
Plod3_2,10
Mboat7_2,10
Ndufb7_2,10
Rgs2,10
Nmd3_2,10
Rpn2_1,10
Rpl23a_2,10
Zfp950_1,10
Tomm22_2,10
St7,10
Nhp2,10
Mtch1,10
Smchd1_1,10
Ndufb5_3,10
Ddx5_2,10
Tap2_2,10
Slc2a4rg-ps,10
Sidt1,10
Usp3_1,10
Raph1,10
Gtpbp6,10
Stat3,10
Acox3_2,10
Tbpl1,10
Tceanc2_2,10
Tmem40,10
Ybx1_2,10
Arhgef1_1,10
Bola3_3,10
Atp13a2_2,10
Arfip2,10
Sirt7_2,10
Zfp142,10
Irag1,10
Rnf114_2,10
Dlgap4_2,10
Gene_42,10
Steep1_2,10
Cbfa2t3_2,10
Ndufb2_2,10
Hcfc1_2,10
Bcl2l1_3,10
Hnrnpdl_1,10
Rab8a_2,10
Pla2r1,10
Sec23b,10
Tfrc_2,10
Clk2,10
Myo9a,10
Nfrkb,10
Auh_4,10
Piezo1,10
Dnase2a_2,10
Dbi_2,10
Tpr_2,10
Dhx34_1,10
Rps15a_2,10
Dennd1a_2,10
Pkn1_2,10
Marchf5_3,10
Zfp512b,10
Mbd2_2,10
Champ1,10
Dnajc11_2,10
Uimc1_2,10
Rbck1_2,10
Tmem80_1,10
Ier3ip1_2,10
Plekha2_2,10
Rpl11_2,10
Ccdc167_1,10
Mpv17l,10
Sap18,10
Ndufv1,10
Ift20_2,10
Pop5_2,10
Tbc1d2b_2,10
Gramd2a,10
Aptx_2,10
Slc66a2,10
Ublcp1_2,10
Ccdc167_2,10
Camk2b,10
Plekhg2,10
Mmgt2,10
Pwwp2a_2,10
Ssr4_2,10
Rpia_2,10
Vps53,10
Mtx2_2,10
Top1_2,10
Flad1_2,10
Ski,10
Slc1a3,10
Eef1b2_2,10
Tsc22d4_2,10
Hdac10,10
Ubl5_1,10
Spag7_2,10
Ccdc9_3,10
Tmem170b,10
Fbxo30,10
Taf1,10
Lpcat4_2,10
Sub1_3,10
Ttc3_1,10
Azin1_3,10
Erlec1_2,10
Lpin2,10
Glrx2_2,10
Sh3tc1,10
Fmnl1_2,10
Aldh2_2,10
Sort1_2,10
Smim27,10
Bend5_2,10
Lsm11,10
Ifi203_2,10
Rps19_3,10
Serinc3_2,10
Ube2r2_3,10
Sh3bgr,10
Uba52_3,10
Arhgef1_2,10
Rpl10a_1,10
Cnot3_2,10
Stx8_3,10
Rpl21-ps8,10
Plekho1_3,10
Vegfb_2,10
Ewsr1_4,10
Jmjd6,10
Cdc123_2,10
Smg6_2,10
Phax_2,10
Mrpl20_2,10
Llph_2,10
Srsf3_2,10
Acox1,10
Huwe1_2,10
Fbxo7_3,10
Lsm6_2,10
Bcas3_1,1
Nhlrc3,10
Dennd5a_2,10
Trim26_1,10
Srsf6,10
Ufsp2,10
Prdm11_2,10
Erp29_3,10
Zfp963,10
Pilra_2,10
Rasgrp2_4,10
Cebpg,10
Bola2_2,10
Wdfy4_2,10
Tbl3_2,10
Srpk1_3,10
Mtfr1,10
Neil3,10
Txnl4a_1,10
Phrf1_1,10
Galt,10
Selenoo_2,10
Vps13d_2,10
Prkcd_2,10
Sec22b_2,10
Dtx3,10
Gm28043,10
Stmp1_1,10
Tulp1,10
Gss,10
Nfyb,10
Becn1_3,10
Kmt2b,10
Nphs1,10
Cox7c_2,10
Nbeal2,10
Ifi35_2,10
Rnf213_2,10
Abi3_2,10
Safb2_2,10
Krt7,10
Ide,10
Ctsc_2,10
Gene_43,10
Slc35b1,10
Ap2m1_4,10
Septin1_2,10
Sf1_3,10
Trim7_2,10
Txnrd2_2,10
Tcirg1_3,10
Nkapd1,10
Rps15a_3,10
Spi1_2,10
Ggct_2,10
Gene_44,10
Morc2a_2,10
Kif24,10
Fbxw2_2,10
Brpf1,10
Asph_2,10
Hnrnpr_1,10
Taf10_2,10
Smyd3,10
Nol9,10
Strn4_2,10
Zfp866_1,10
Lcp1_1,10
Myl12b_2,10
Ube2m_2,10
Eif4a2_2,10
Agpat2,10
Epb41_1,10
Ost4_1,10
Gsk3b_3,10
Tmem259_3,10
Pnpla7_2,10
Paqr3,10
Dlg1,10
Ssb_2,10
Ost4_2,10
Med12_2,10
Ace_3,10
Gm20708,10
Extl1_2,10
Czib_2,10
Wdr81_2,10
Gripap1_2,10
Mta2_2,10
Limk2,10
Ubap2_2,10
Eftud2_3,10
Crispld2,10
Ssb_3,10
Ppip5k1,10
Eif1_2,10
Mprip_3,10
Upb1,10
Sp100_3,10
Pgs1_2,10
Dnah17,10
Psmc2_1,10
Itpripl1,10
Arhgef1_3,10
Ppia_2,10
Srp72_2,10
Hyi_2,10
Mrpl48_2,10
Trrap_1,10
Irag2,10
Aldh2_3,10
Zfp652_2,10
Orc3,10
Cdk4_2,10
Lgals8,10
Fnip2,10
Pi4kb_2,10
Taf15_2,10
Cdc23,10
Mbp_3,10
Selenok_2,10
Ncbp1_2,10
Atp5pb_2,10
Ext1_2,10
Prpf40a_2,10
Evi5_2,10
Psmb4_2,10
Ddx5_3,10
Upf3b_2,10
Mrps11,10
Phkg2_2,10
Nnt,10
Gabarapl2_2,10
Ssna1_2,10
Klhl12_1,10
Brcc3_2,10
Ginm1,10
Tmem250,10
Rin3,10
Npepps_2,10
Tmem256_2,10
Usp9x_2,10
Ank_2,10
Nasp_2,10
Tpt1_2,10
Entpd1_2,10
Thoc2_2,10
Ube2o_2,10
Cnih4_2,10
Ciz1_3,10
Zcchc17_1,10
Gm49450,10
Fkbp8_5,10
Dcbld2,10
Trim26_2,10
Haus8_3,10
Serf2_3,10
Ubxn6_2,10
Macf1_1,10
Fam221b,10
Trim12a_2,10
Blnk_3,10
Cbx1,10
Lman2l,10
Acot8,10
Srebf1,10
Prxl2a_3,10
Cdc26_2,10
Itga2b_2,10
Safb2_3,10
Ipo13_2,10
Mars1_2,10
Zc3h15_2,10
Acin1_3,10
Srsf1_2,10
Sat1_2,10
Smim36,10
Mtmr14_2,10
Gm14296,10
Zmym4,10
Bcas2_2,10
Eef1g_2,10
Ganc,10
Coro1a_2,10
Ywhaq,10
Mtln,10
Tlk1_3,10
Snapc4_2,10
Lrp1_2,10
Gpi1_2,10
Slx4ip,10
Abhd2_2,10
Cul4a_3,10
Fip1l1_4,10
Cd84_1,10
Anp32a_2,10
Bbip1_1,10
Mrps10,10
Map3k20,10
Cyp4b1,10
Prdx1_2,10
Epb41_2,10
Kmt5b_1,10
Stoml2_1,10
Mrps14_2,10
Rpl10_3,10
Arid4a_2,10
Phex,10
Ltbp1_2,10
Pi16_1,10
Lrrc8d_2,10
Camta1_1,10
Ppia_3,10
Eef1b2_3,10
Nme1_2,10
Gene_45,10
Chd3_3,10
Rps6kb2,10
5830417I10Rik,10
Atp8a1_2,10
Pfdn2_1,10
Mlxip_2,10
Ergic2,10
Rmnd5b_2,10
Stmp1_2,10
Rapgef2,10
Dnajc7_1,10
Mettl27_2,10
Rpl7a_2,10
Fus_3,10
Ubc_2,10
Usp50,10
Gm13092,10
Flot2,10
Tia1,10
Scrib_2,10
Arl4a_2,10
Ift80,10
Gpbp1_3,10
Cd84_2,10
Prpf6,10
Bola3_4,10
Srpk1_4,10
Cggbp1_2,10
Drap1_3,10
Dpm1_1,10
Dnajc21,10
Myo5a_2,10
Ntan1_2,10
Bfsp2_2,10
Fyn,10
Mink1_2,10
Evi5_3,10
Sag,10
Plaat3_2,10
Recql5_2,10
Mrpl51_2,10
Srsf2_2,10
Uba1_3,10
Sqstm1_3,10
Ubb_2,10
Sh2b3_2,10
Pik3cb_2,10
Crtc2,10
Ehmt2_4,10
Iqcb1,10
Utp23,10
Lrrk1_2,10
Lmf1,10
Edc3_2,10
Sympk_2,10
Gramd1b_2,10
Cwc22,10
Zfp738,10
Ube2d-ps,10
Ankrd13a_2,10
Gclm_2,10
Zfp866_2,10
Snrpc_2,10
Trim2,10
Atp13a2_3,8
Sfi1,10
Abi3_3,10
Dync1i2_2,10
Clcn6,10
Acap3,10
Pde6h,10
1110065P20Rik,10
Rasa3_2,10
Usp34_1,10
Epb41_3,10
Nans_2,10
Uba1_4,10
Slc12a6,10
Rigi_2,10
Slc24a3,10
Nprl3_2,10
Nup214_2,10
Irf9,10
Per3,5
Det1,10
Ahcyl1,10
Limd2_2,10
Mdh2_2,10
Zfp318_2,10
Ifi203_3,10
Ccl6_2,10
Bbx,10
Fgr,10
Smchd1_2,10
Anp32a_3,10
Trpm2_3,10
Map3k10,10
Slc15a3_2,10
Phf8_2,10
Pfdn2_2,10
Itch_2,10
Srsf2_3,10
Bud13_2,10
Rps20_2,10
Psmc4_2,10
Trrap_2,10
Anapc4,10
Mrps34_2,10
Gm20716,10
Chpf,10
Pfkp_2,10
Tmcc2_2,10
Hdc_2,10
Cep350,10
Rps6kb1_2,10
Eif2a_1,10
Usp8,10
Nol12_2,10
Ntmt1,10
Ncor2_3,10
Tspyl2,10
Cmtr1_2,10
Tesk1_2,10
Nup85_2,10
Prps1l3,10
Ccnl2_3,10
Iffo1_1,10
Ddit3_2,10
Zfp764,10
Smim14_3,10
Srsf1_3,10
Gatc,10
Serf2_4,10
Samhd1_4,10
Atp5f1b_2,10
P4ha2,10
Ubxn6_3,10
Phka2,10
Macroh2a1_3,10
Usp3_2,10
Tspan17_2,10
Tmem134_1,10
Idua_2,10
Itga6_3,10
Pygm,10
Mib2_1,10
Adat1,10
Slc66a1,10
Hus1,10
Tbc1d17_1,10
Rack1_2,10
Ints13_2,10
Becn1_4,10
Cd9_2,10
Glmp_1,10
Maskbp3,10
2610005L07Rik,10
Cgrrf1_2,10
Crybg2,10
Gnb2_2,10
Rps16-ps2,10
Cpne8_2,10
Rubcn,10
Prkcz_2,10
Tmem134_2,10
Becn1_5,10
Ssu72_3,10
Gatd1_2,10
Thrap3_2,10
Cd55_2,10
Tmem134_3,10
Smarcb1_2,10
Cep89_2,10
Grcc10_2,10
Mrps25_2,10
Snx14,10
Gad1,10
Rrbp1_2,10
Slc38a6_2,10
Rpl30_3,10
Nbdy_1,10
Ndufs1,10
Rigi_3,10
Wdr83os_2,10
Shkbp1_2,10
Napa_2,10
D5Ertd579e_2,10
Rmnd1_2,10
Uba52_4,10
Glul_2,10
Csn3,10
Prkcd_3,10
Fbxl12,10
Raly_3,10
Lrrk2_2,10
Hnrnph3_2,10
Ppm1m_2,10
Kcnq2,10
Xaf1_1,10
Gatad1_3,10
Fzr1_2,10
Urb1,10
Tmem129,10
Slc66a3,10
Tbc1d1,10
Brpf3,10
Sap30bp_2,10
Rpl10a_2,10
AU022252,10
Tnrc6c,10
Taf10_3,10
Cltc_4,10
Adgrl1,10
Vill,10
Vps13d_3,10
Naa10_3,10
Zbtb8os_3,10
Eef1d_4,10
Ndufa5_3,10
Lypla1_2,10
Lyrm9_1,10
Cep85,10
Cep128_1,10
Ssna1_3,10
Ralgapb,10
Kdm4b,10
Trappc13,10
Usp48_1,10
Zcwpw1_2,10
Tsc22d4_3,10
Mettl16,10
Nsd3_1,10
Srp72_3,10
Rnasek_2,10
Plaat3_3,10
Cpm_2,10
Fus_4,10
Cyfip2_2,10
Smim12,10
Dpy19l1,10
Fuca1_2,10
Atxn7l1_3,10
Dgkz_3,10
Gm44505,10
Rack1_3,10
Lrwd1_2,10
Arhgap18_2,10
Tbl3_3,10
Nsd3_2,10
Lsp1_3,10
Mrpl3,10
Sgip1,10
Ubxn11,10
Arhgap23_2,10
Hba-a1_2,10
Cdk4_3,10
Phrf1_2,10
Mtg2_2,10
Vamp8_2,10
Terf2,10
Xndc1,10
Rpl30_4,10
Gmip_3,10
Tango2,10
Brap_2,10
Tbrg1_2,7
Nlk,10
Kdm5a_2,10
Rbm18_2,10
Rab22a_2,10
Tspan5,10
Coq8b_2,10
Nudt19_2,10
Surf1,10
Enpp1,10
Mbd3_2,10
Plxnb2_2,10
Armt1_2,10
Vezf1_2,7
Gm42669,10
Rpl27a,10
Lsg1_1,10
Cdc42bpa,10
Tmed7,10
Fbxl2_2,10
Stxbp4,10
Chchd3_2,10
Pitpna,10
Zfp950_2,10
Cc2d1b_2,10
Aldh3b2,10
Asb8,10
Tomm40l,10
Cep128_2,10
Plgrkt,10
Gnb2_3,10
Map2k2_4,10
Gar1,10
Atp2b4_1,10
Ciao1_2,10
Ncoa2_2,10
Phc2_2,10
Fbxo3,10
Slain2,10
Gpatch8,10
Ubald1_2,10
Ppig_2,10
Ankhd1_2,10
Micos10_2,10
Wipi2_2,10
Tbc1d25,10
Ndufv2_2,10
Mef2a_1,10
Oasl2_2,10
Mrps23_2,10
Cdk5rap2_2,10
Rfx5,10
Zdhhc21_2,10
Gene_46,10
Mcfd2,10
Tmsb10_3,10
N4bp2l2_2,10
Mrpl51_3,10
Megf11,10
Farsa,10
Flna_2,10
Arrb2_3,10
Lgals3bp_2,10
Naa38_2,10
Sbf1_1,10
Myo1g,10
Fkbp8_6,10
Gga2_3,10
Sharpin_2,10
Noct,10
Tug1_1,10
Stk11_3,10
Ikbkb_1,10
Slx1b,10
Actn4_2,10
Cmas_2,10
