,0
Brip1,10
Azi2_1,10
Ogt_1,10
Akap9,10
Rftn1_1,10
Dap,10
Smyd4,10
Tbc1d13,10
Alg5,10
Crlf2,10
1700025G04Rik,10
Epg5,10
Slc25a21,10
Armc5,10
Arl6ip5,10
Snx22,10
Tcta,10
Dnaaf9,10
Nup133,10
Ndufaf5,10
Oas3,10
Mfsd12,10
Abca9,10
Trappc5,10
Rxrb_1,10
Ddx24_1,10
Slc30a1,10
Dop1b_1,10
Spag5,10
Cd300ld,10
Grhpr,10
Gbp7,10
Gipc3,10
Dstyk,10
Cd300a,10
Pik3ip1,10
Themis2,10
Tgfbi,10
Ypel5_1,10
Bmt2,10
Wdr18,10
Smg6_1,10
Tgfb2,10
Kmt2c_1,10
Pnpla7_1,10
Siah1a,10
Smc1a,10
Prmt1_1,10
Rpl37_1,10
Abitram,10
Bpgm,10
Ramp3,10
Adk_1,10
Armh3,10
Slc38a10_1,10
Pygb,10
Slx9,10
Zfp644,10
Hsd17b8_1,10
Tmcc2_1,10
Dtx4,10
Socs7,10
Xkr8,10
Slc7a5,10
Cox15,10
Daglb,10
Ndufb10,10
Mrpl41,10
Hpse,10
Baz2a,10
R3hdm4,10
Mybbp1a,10
Actr5,10
Atad2b_1,10
Plpp6,10
Mrpl15_1,10
Smyd5,10
Ambra1,10
Slc2a6,10
Prkab2,10
Wnt4,10
Pdk3,10
S100a10,10
Wdr70,10
Ttyh2,10
Macroh2a1_2,10
Scamp2,10
Rnf38,10
Tsr1,10
Mtrr,10
Sfxn5,10
Erf,10
Hebp1,10
Ddx21,10
Rnf225,10
Klhdc4,10
Cisd1,10
Pacsin1,10
Ptma,10
Trak1_1,10
2700049A03Rik,10
Limd2_1,10
Gpc1,10
Spr,10
Cops4,10
Rbm34_1,10
Nol10,10
Skic2,10
Esf1,10
Ppp1ca,10
Mrpl54,10
Lap3,10
Mrps26_1,10
Sf3b6_1,10
Slc16a1,10
Pdlim7_1,10
Mideas,10
Hspa13,10
C1qa,10
Ndufv3_1,10
Crebl2,10
Arid4a_1,10
Ikzf5,10
C1qc,10
C1qb,10
Rbm45,10
Apmap,10
Ubr7,10
Ints15,10
Txlna,10
Tpcn1,10
Rnf113a1,10
Gtpbp1,10
Gene_11,10
Rad54l2,10
Eprs1,10
Nceh1,10
Itpk1,10
Bcl9,10
Kremen2,10
Prr7,10
Tbl3_1,10
Ptov1,10
Scamp5,10
Rimoc1,10
Tbca,10
Oard1,10
Iqcc_1,10
Supt16,10
Nfya,10
Cryzl2,10
Tgtp2,10
Tspan33_1,10
Nenf,10
Fnip1,10
Foxn3,10
Uggt1_1,10
Rfx3,10
Oser1,10
Eeig2,10
Phf8_1,10
Pak1ip1,10
Map2k4,10
Pcgf3,10
Smpd1,10
Lgalsl,10
Ttbk1_1,10
Polr1g,10
Thoc2_1,10
Dpcd_1,10
Wdr43_1,10
5031439G07Rik,10
Trim41,10
Setd1a,10
Nxt1,10
Zfp598,10
Igsf6,10
Mettl27_1,10
Rnf126,10
Dzip1_2,10
Reep4,10
Lonp1,10
Agps,10
Trir,10
Mthfsd,10
Rbbp8,10
Atf5_1,10
Cpsf2,10
Gene_12,10
Ptger4,10
Dync1li1,10
Nckap1l,10
Tspo,10
Mrps6,10
AU040320,10
Cep104,10
Rgl2_1,10
Cercam,10
Thada_1,10
Fam168b,10
Dhrs11_1,10
Gpbp1_1,10
Utp4,10
Surf6,10
Tspan14,10
Cct2,10
Ccdc18,10
Vezt,10
Kdm5b,10
Rrp9,10
Zfp281,10
Irf8,10
Dpp4,10
Noa1_1,10
Eef2,10
Mbp_1,10
Eef2k,10
Dok3_1,10
Colgalt1_1,10
Tiparp,10
Metap2_1,10
Cmklr1,10
Fbxo2,10
Dhcr24,10
Rabif,10
Fut11_1,10
Trub2_1,10
Pigs,10
Tlr4,10
Slc7a1,10
Zbtb7a,10
S100a13,10
Wrap53,10
Rbm25_1,10
Bsdc1,10
Plekha1,10
Haus1_1,10
Ldha,10
Abhd13,10
Ndufa7_1,10
Tab3,10
Lman1,10
Wapl,10
Ppp4r3a,10
Zfyve1,10
Tmem71,10
Eeig1,10
Suco,10
Atg101,10
Tnks1bp1,10
Ankrd35_1,10
Naif1,10
Plvap,10
Larp1b_1,10
Arglu1_1,10
Inka1,10
Hlx,10
Ttc1,10
Pnp,10
Parl,10
Vps13b,10
Dusp10,10
Fbxo38,10
Taf6,10
Tent2,10
Copg2_1,10
Pck2_1,10
Bbln,10
Mis12,10
Gm5617,10
Icmt,10
Mrpl34,10
Rbm8a_1,10
Leo1,10
Card19,10
Tcf20_1,10
Cpe,10
Gucy1a1_1,10
Znfx1_1,10
Nfkbil1,10
Irgq,10
Ninj1,10
Mindy2,10
Gmeb2,10
Bri3bp,10
Cep135,10
Rap2b,10
Cox10,10
Txnip_1,10
Faah,10
C1rl,10
Spring1,10
Lrp1_1,10
Pus7l,10
Snx10,10
Meak7,10
Phf12,10
Cog3,10
Sin3a,10
Ybey,10
Arhgef3,10
Lrrc20,10
Malt1,10
Armc3,10
Ddx52,10
Sltm,10
Snrpd2,10
Ehbp1l1_1,10
Itpr3,10
Wdr55,10
Flt3,10
Pold1,10
Csgalnact2,10
Traip,10
Zfp692,10
Mapk6,10
Pnrc1,10
Stn1_1,10
Eif1_1,10
Commd10,10
Zfp113,10
Apex1,10
Wdr74,10
Ptpn7,10
Ube3c,10
Grn_1,10
Cars2_1,10
Exoc1_1,10
Tmem183a,10
Fbxw8,10
Gxylt1,10
Serinc5,10
Ofd1,10
Gene_13,10
Prkar1a,10
Cltb_1,10
Zbtb40,10
B430306N03Rik,10
Garnl3_1,10
Atp5me,10
Cox19_1,10
Fahd1,10
Kbtbd3,10
Pitpnm1,10
Zfp710,10
Pskh1,10
Zfp457,10
Mplkip_1,10
Naip5,10
Cep120,10
Yod1,10
Specc1_1,10
Pofut1,10
Gpr183,10
Gpkow,10
Ssbp4_1,10
Ube2i_1,10
Relb,10
Ino80,10
Gene_14,10
Spn,10
Chtop_1,10
Asrgl1,10
Jaml,10
Arf6,10
Hectd3,10
Sdf4_1,10
Zfp322a,10
Cfap74_1,10
Cdc37l1_1,10
Cox17_1,10
Eif2s3x,10
Zfp646_1,10
Nyx,10
Tob2,10
Slc35a4,10
Cd74_1,10
Ascc1,10
Bzw1,10
Thtpa,10
Uqcrh_1,10
Gene_15,10
Cep68,10
Supt3,10
C5ar1,10
Lcn2,10
Cactin,10
Hmgn1,10
Prokr1,10
Snx33,10
Camk2n1,10
Polr1d_1,10
Eif5_1,10
Tmem198b,10
Gene_16,10
Golga7_1,10
Gp1bb,10
Slc35e4,10
Zfp36,10
Adck2,10
Gpr146,10
Pura,10
Mfsd5,10
Akt2_1,10
Gemin7_1,10
Dpy19l3,10
Mtus1_1,10
Zbtb45_1,10
Fbxo28,10
Cdc42,10
Idnk_1,10
Chd7,10
Cavin2,10
Dut_1,10
Ubiad1,10
Bst2,10
Cit,10
Vkorc1l1,10
C2cd3,10
Aldh3b1,10
Myct1,10
Slc9b2,10
Lsm6_1,10
Pfkfb4_1,10
Borcs6,10
Gskip,10
Rps23,10
Jak3_1,10
Tle4,10
Zswim3,10
Wdr3,10
Nlrc4,10
Terf2ip,10
Bola2_1,10
Gpank1,10
Otud1,10
Cxcr4,10
C130050O18Rik,7
Snip1,10
Mis18bp1,10
Nipa1,10
Eef1g_1,10
Mrps27,10
Exoc4,10
Epop,10
Lcp2,10
Armcx6,10
Lrrc25,10
Oaz1-ps,10
Pigm,10
Rps19bp1,10
Tmem186,10
Zfp771,10
Slc38a9,10
Ppp1r15b_1,10
Zfp654,10
Erp29_1,10
Flnb,10
H2ax,10
1600012H06Rik,10
Ffar1,10
Tgs1,10
Sc5d,10
Idh3g,10
Zbtb12,10
Ptges3_1,10
Ufsp1,10
Micos13_1,10
Mib1_1,10
Tmem123,10
Tmem259_1,10
Ormdl3,10
Pde12,10
Nipbl,10
Ston2_1,10
Pcbp1,10
Pgp_1,10
Macir_1,10
Lrrc8e,10
Il1rl1,10
Hexim1,10
Nlrc5,10
Zbtb6,10
Amigo2,10
Fbxo46_1,10
Rps27rt,10
Wdfy3,10
Arf3,10
Pik3cg,10
Ulk3,10
Ptp4a3_1,10
Ctxn1,10
Lyrm4,10
Mcm3,10
2510009E07Rik,10
Pyurf,10
Zfp689,10
Zfp574,10
Pptc7,10
Zbtb22,10
Septin6_1,10
Eea1,10
Rnf216,10
Cdc42ep4,10
Gm8186,10
Swsap1,10
Rap2c,10
Adrb2,10
S1pr4,10
Gimap6_1,10
Uck2,10
Secisbp2l,10
Irf2bp1,10
Sfswap,10
Riox1,10
Foxo1,10
Amfr,10
Dlst_1,10
Srsf4,10
Ckap4,10
Cdc42se1,10
Elmod2_1,10
Ccny,10
Pycr3,10
Eola1,10
Socs3,10
Mrgpre,10
Gimap9,10
Zfpm1,10
Ermp1_1,10
Slc35g1,10
Dcaf5,10
Phospho1_1,10
S1pr2,10
Rab11fip1,10
Timm8a1,10
Rpl18a_1,10
Sfmbt1,10
Proser2,10
Sp100_1,10
Zbtb39,10
Rps2_1,10
Lipe_2,10
Akt1s1,10
Gimap1_1,10
Trim56,10
Rab33b,10
Pgm2l1_1,10
Pdcd2,10
Tifa,10
Iba57,10
Rpl36al_1,10
Ptpn11_1,10
Taf10_1,10
Ahcy,10
Cirbp_1,10
Hjurp,10
Zfp444_1,10
Rnf130_1,10
Yipf6,10
Mfsd14b,10
Suox,10
Blnk_1,10
Plekhf2,10
Zfp959,10
Ppp1r13b_1,10
Sugt1_1,10
Aqp7,10
Emc6,10
Irf2bp2,10
Fdft1,10
Zbtb5,10
Kdm5d_1,10
Ccdc69,10
Ifi27l2a,10
Ttc17_1,10
Tmem86b,10
Syk_1,10
Lemd2,10
Arl11,10
Zfp106,10
Clptm1_1,10
Vti1b_1,10
Mettl6,10
Pdf,10
Ier5,10
Gfod1,10
Zfp943,10
Fam120b_1,10
Xxylt1,10
Rhoj,10
2510002D24Rik,10
Cenpx,10
Cdc42ep2,10
Lsm14b,10
Pik3r1_2,10
Gimap5,10
Lsm10,10
Zfp526,10
Fasn_1,10
S1pr1,10
Phf13,10
Gnai2_1,10
Tsc22d3,10
Nlrp10,10
Ubr3_1,10
Arhgap15,10
D030056L22Rik,10
Ywhag,10
Rbm15b,10
Rbpms2,10
2410002F23Rik,10
Bola3_1,10
Tigd3,10
Samd14,10
Gm5278,10
Isg20l2,10
Sbk1,10
Ifi209,10
Mrps12,10
Tmem37,10
Itga2,10
Sptssa,10
Zfp553,10
Zfp954,10
AI467606,10
Taf13,10
Nat8l,10
Pmf1_1,10
Lsm8,10
Fam78a,10
Tubb2a,10
Gpr107_1,10
Arhgap30,10
Bri3,10
Tmem72,10
Rlf,10
Psd4_1,10
Gas2l1_1,10
Zfp830,10
Aph1a_2,10
Mfap1b,10
Panx1_1,10
Ppp3ca_1,10
Tanc1,10
Ercc6l,10
Smcr8,10
Plagl2,10
Hscb,10
Neurl3,10
Runx3,10
Cdadc1,10
Tceanc2_1,10
Zfp456,10
Eif3j2,10
Isca1,10
Hcar2,10
Tmem18,10
Fam241a,10
Mrps9,10
Mtch2,10
Prr12,10
Sfn,10
Ccdc125,10
Rab11b_1,10
Lyset,10
Mylk4,10
Vcpip1,10
Diras2,10
Gchfr,10
Nup160,10
Ankrd46,10
Rnf7,10
Zfp422_1,10
Mcmbp,10
Il36g,10
Ltb4r1,10
Cog7,10
Trnt1,10
Or7d10,10
Lrrc3,10
Gm7367,10
Spata2,10
Sgsm2,10
Pam16l,10
Mapk3_1,10
Ubald2,10
Luc7l2_1,10
Zfp319,10
Samhd1_1,10
Rpsa-ps10,10
Slc7a2,10
Pon2,10
Apba3,10
Psg23,10
Mrpl50,10
B230219D22Rik,10
Gps2_1,10
Rpl9,10
Bptf_1,10
Zfand3_1,10
Rexo1_1,10
Arf2,10
Tcf25_1,10
Mcm2,10
Mtap,10
Acap2,10
Raly_1,10
Mbtps2,10
Mrps7,10
Ticam1,10
Rabl6,10
Mafg_1,10
Ensa_2,10
Fgfr1op2_2,10
Timm10b_1,10
Pgm1,10
Leng9,10
Ccdc137,10
Paip2b,10
Uqcr10_1,10
Slc29a4,10
Rpl7_1,10
Dcaf7,10
Ppp1r37_1,10
Polr2a,10
Tmed3,10
Med26,10
Ccni,10
Proser1,10
Pgrmc2,10
Ddx28,10
Cir1,10
Vcpkmt,10
Tst,10
Ppp1r3d,10
Mtmr9,10
Dedd2_1,10
Cd24a,10
Cd151_1,10
Zmpste24,10
H2-T22_1,10
Klhl6,10
Basp1,10
Scd4,10
Usf2_1,10
Parn,10
Pilra_1,10
Pars2,10
Chchd10,10
Tuba1c,10
Nqo2,10
Lxn,10
Fbxo31,10
Abi3_1,10
Trim12c,10
Exosc4,10
Trmt10c,10
Fam43a,10
Rps21,10
Pdzd11,10
Insig1,10
F2r,10
Pstpip1,10
Pgam5,10
Frat2,10
Heatr1_1,10
Ephb2_1,10
Tlr1_1,10
Vps35l_1,10
Zfp831,10
Chmp3_1,10
Ccnq,10
Mat2a,10
Gdi2_1,10
Ahcyl,10
Ube2q2,10
Fam76b,10
Kmt5a,10
Pdp2,10
Prkca,10
Rbm33_2,10
Gm867,10
Otulin,10
Saysd1,10
Pik3ap1,10
Golph3_1,10
Rpl29_1,10
Cnpy3,10
Nelfb,10
Rinl_1,10
Itgb6,10
Mmgt1,10
Virma,10
Pltp_1,10
Fam174a,10
Rpl37a,10
Vamp8_1,10
Ccdc9b,10
Wnk1_1,10
Haus3,10
Cpox_1,10
Upf2,10
Tceal8,10
1810030O07Rik,10
Hivep1,10
P2ry6,10
Ppp1r2,10
Fuca2_1,10
Ptgr3,10
Tmed2,10
Rab2a,10
Fem1a,10
Traf3,10
Tshz1,10
Zfp36l2,10
Slc25a46,10
Tor1aip2_1,10
Trp53i13,10
Ier2,10
Selenon,10
Ccndbp1_1,10
Septin6_2,10
Clec4a1,10
Eif5a2,10
Lrrc8d_1,10
Kif1b,10
Mgat2,10
Lrrk2_1,10
Ube2v1_1,10
Ubqln2,10
Tlr7,10
Cxxc5,10
S100a1,10
Zfp397,10
Cltc_1,10
Zfp768,10
Cavin1,10
Unc119b,10
Fam120a,10
Plxnb2_1,10
Rab11fip5,10
Tesk1_1,10
Ugp2,10
Dusp28,10
Aqp9,10
Aff4,10
Gene_17,10
Sorl1,10
Tspan31,10
Rtn4_1,10
Phlpp1,10
Ptprcap,10
Tgfbr2,10
Marveld1,10
Hacd2,10
Commd3,10
Gal3st3,10
Gp5,10
Ccdc71,10
Kbtbd7,10
Arf1,10
1500011B03Rik_1,10
Pcmtd1,10
Crlf3_1,10
Adamts12,10
Uqcrq_1,10
Mars2,10
Atp13a3,10
Tspyl1,10
Fkrp,10
Adrm1,10
Mrps16_1,10
Tent5c,10
Csrnp2,10
Bcl7c_1,10
Bmyc,10
Zfp358,10
Setx,10
Orai3,10
Patl1,10
Spty2d1,10
Gm7334,10
Morn2,10
E130311K13Rik,10
E2f2,10
Wdfy4_1,10
Lamp2_2,10
Zfp62,10
Crebzf_1,10
Rbm15,10
Loxl1,10
Cd14,10
Neurl4,10
Pomk,10
D17H6S53E,10
Zfp622_1,10
Mcat,10
Zfp282,10
Shld1,10
Spryd4,10
Foxo4,10
Mafa,10
H1f4,10
Lamtor4,10
Ptgs1,10
Rap2a,10
Pigv,10
Timm29,10
Or51v8,10
Rnf144a_2,10
Sfxn3_1,10
Tlr9,10
Nucks1_1,10
Tlr6,10
Pprc1,10
Marcksl1,10
Bnip5,10
Wdr89,10
Or4g17,10
Zfp784,10
Pfdn5_2,10
Crebrf,10
Rnf149,10
Carmil2_1,10
Rpl34_1,10
Tigd2,10
Rpp38,10
Tmem11,10
Rrp1_1,10
Tmem64,10
Acp1_1,10
Borcs5,10
Lacc1,10
Lyrm2,10
Cenpe,10
Dnajc11_1,10
Gdpgp1,10
Slc35f6,10
Grpel2,10
Micos10_1,10
Glb1,10
Xbp1,10
Gstz1,10
Xrcc1,10
Zfp68,10
Cox6b2,10
Rarg,10
Rtl8c,10
Tbc1d22a,10
Srsf7,10
Naa50,10
Cdkn2c,10
Tsr3,10
Nrp2,10
Zbtb21,10
Smim11,10
Atp6v1a,10
B3gat2,10
Tagap1,10
Klf13,10
Tmem9,10
Scrib_1,10
Rgs14_1,10
Ldlrad4,10
F10,10
Rasal3,10
Cyrib_1,10
Ppp4r2,10
Slc6a9,10
Pld4,10
Opa3,10
Ppp6r1,10
Cdc42se2,10
Ttc39a,10
Pnpla2_2,10
Cx3cr1,10
Rnf11_2,10
Thra,10
Ezr,10
Gm15823,10
Get3,10
Rcl1,10
Glrx3,10
Ikbkg,10
Nup188,10
Gcn1_1,10
Afap1,10
Slc6a13,10
Eef2kmt,10
Rap1b,10
Rab7b,10
B4galt7,10
Pkig_1,10
Suclg1,10
Strip1,10
Swt1_1,10
Zfp672,10
Ndufv3_2,10
Plekha2_1,10
Strap,10
Prkcb_1,10
Junb,10
Nr1d1,10
Dedd,10
Prkcb_2,10
Abr,10
Rnaseh2a,10
Tmcc3,10
Mrpl35_1,10
Fam53a,10
Cib1,10
Cd8b1,10
Sbno1,10
Fam204a,10
Clec12a,10
Azin1_1,10
Lins1,10
Clk3_1,10
Commd4,10
Chmp3_2,10
Fam53b_1,10
Nup214_1,10
Rab13,10
Rpap2,10
Mllt11,10
Tfg,10
Def8,10
Jmy,10
Socs4,10
Ddx10,10
Cyb561d1,10
Nrgn_1,10
Sec61b,10
Dis3l2,10
Pik3r4_1,10
Phgdh,10
Nap1l1_1,10
Syt5,10
Aplf,10
Sp3,10
Cstf2t,10
3110082I17Rik,10
Bcl11b,10
Eif3k_1,10
Marchf2_1,10
Rpia_1,10
Tll1,10
Khdrbs1,10
Ech1,10
Taf7,10
Mprip_1,10
Clec16a_1,10
Chchd3_1,10
Lysmd1,10
Ctsd_1,10
Sp100_2,10
Exoc6,10
Cope_1,10
Nudcd3_1,10
Zfp24,10
Hyou1,10
Dbr1,10
Kidins220,10
Ifi27_1,10
Zbtb48,10
Pde5a,10
Adnp2,10
Tusc1,10
Pi4k2a,10
Ercc6,10
Utp18,10
Abhd10,10
Galnt10_1,10
Zfp395,10
Syne3,10
Cdk11b,10
Taf8,10
Tprkb,10
Fam220a_1,10
Fra10ac1,10
Sox4,10
Pxn,10
Cpsf3,10
Mrps21_1,10
Rhob,10
2310022A10Rik_1,10
B3gntl1,10
Fgfr1op2_3,10
Zfp747,10
Slfn5,10
Gfap,10
Spcs3,10
Slc30a7,10
Atp5if1,10
Smpd3,10
Vapb_1,10
Trib1,10
Lclat1,10
Lypla2,10
Znfx1_2,10
Dram2,10
Trim65_1,10
Sh3bp2,10
Psmc3,10
Ywhae,10
Tnrc6b_1,10
Usp17la,10
Ccser2,10
Cggbp1_1,10
Tmt1a,10
Slc20a2,10
Lcor,10
Mta3_1,10
Adam10,10
Klf2,10
Ppm1h,10
Lrrc8c,10
Hmgb2,10
Msra_1,10
Far1,10
Rock1_1,10
Dph3_2,10
Naip2,10
Ppp2r5a_1,10
Set_1,10
Mocos,10
Top2a,10
Actn4_1,10
Ddx39b_1,10
Usp46,10
Lrrfip1_1,10
Tmem158,10
Nusap1,10
Mlxip_1,10
Klhdc10,10
Ncoa2_1,10
Ep300,10
Rps15,10
Ccdc88c,10
Pdlim1_1,10
Pphln1,10
Capn2,10
Susd6,10
Cgrrf1_1,10
Rassf5,10
Ncoa7_1,10
Bcl2a1b,10
Cd48,10
C1ra,10
Iqgap2,10
Sertad3,10
Chst3,10
Kcmf1_1,10
Wdr6,10
Sos1,10
Mtarc2_1,10
Tmem245,10
Mrfap1,10
Eif2d,10
Nub1,10
Cnr2,10
Rnf144b,10
Ash2l,10
Gabrg3,10
Plekho2_1,10
Acox3_1,10
Cdc42ep3,10
Itgb4,10
Cyria_1,10
Manf_1,10
Myo1c,10
Cyria_2,10
Ago3,10
Mapk1_1,10
Cpsf6_1,10
Zfp46,10
Zfp248,10
Zfp580,10
Kbtbd11,10
Rras2,10
Ncor1_1,10
Rtl6,10
C4b_1,10
Abcd2,10
Syp,10
Cap1_1,10
Arhgap9,10
Smad5,10
Elob_1,10
Rnf181,10
Csnk1g3_1,10
Zfp277,10
Mta1,10
Fto,10
Emc7,10
Rab27b_1,10
Nrf1_1,10
Prrc2b_2,10
A430033K04Rik,10
S100a8,10
Pdlim7_2,10
Btnl10,10
Gcnt2,10
S100a9,10
Cdk17,10
Pdlim7_3,10
St3gal5,10
Fez2,10
Unc93a2,10
Dnaja4,10
B4galt6,10
Ticam2,10
Ndufa8,10
Cnot10,10
Zhx1_1,10
Slc16a6,10
Gramd2b,10
Snx32,10
Pgpep1,10
Itpkb_1,10
Ppp3ca_2,10
Npm3,10
Ascc2_1,10
G6pc3,10
Usp39,10
Slc24a5,10
Siah2,10
Aarsd1,10
Sdc3,10
Ppp1r3b,10
Fbxl9,10
Tgoln1,10
Csnk1d,10
Haus6,10
Zyx_1,10
Cebpb,10
Slc16a3,10
Rab31,10
Gid4,10
Ptafr,10
Pign,10
Rlim,10
Slc39a6,10
Il6st_1,10
Cgas,10
Ppp1r14b,10
Fkbp2_1,10
Them6,10
Elmod3,10
Snrpc_1,10
Capg,10
Bckdk,10
Nfil3,10
Commd1_1,10
Trim30d,10
Setd3,10
Ddx1,10
Alox5ap_1,10
Tubb3,10
Chchd1_1,10
Eif2s1,10
Pygl,10
Dnajc30,10
Taok2_1,10
Nf1,10
Bckdha,10
Psg16,10
Elovl6,10
Nhlrc2,10
2310039H08Rik,10
Zkscan6,10
Fam136a,10
Skap1,10
Slc39a11,10
Actg1_1,10
Ovca2,10
Fbh1,10
Rbbp6_1,2
Prmt7,10
Gene_18,10
Psmd4_1,10
Tut7_1,10
Prdx6_1,10
Gsk3a,10
1110038F14Rik,10
Klhdc3_1,10
Commd7_1,10
Hpcal1,10
Rpl13a-ps1,10
Ano6_1,10
Cdpf1,10
Rhox8,10
Gene_19,10
Bloc1s4,10
Ero1b,10
Mtmr12,10
Mprip_2,10
Vrk1_1,10
Rrs1,10
Hsh2d,10
Tmem65,10
Pdcd11,10
Pigh,10
Cfap119_1,10
Nuak2,10
Strbp_2,10
Kif1c,10
Zfp329,10
Tmod3,10
Tmpo_2,10
Ndrg3,10
Dnajc5,10
Hk1_1,10
Tpm3-rs7,10
Dnm2_1,10
Washc1_1,10
S100pbp,10
Sys1,10
Zfp809,10
Marchf1,10
Rpl18_1,10
Elmo1,10
9430015G10Rik,10
Nme2_2,10
Mrps21_2,10
Hvcn1,10
Acadm,10
Hnrnpd_1,10
Dohh,10
Arhgef12_1,10
Foxk1,10
Eno3,10
Ubap1_1,10
Srsf11_1,10
Armc10,10
Snu13_1,10
Vps41,10
Atp8a1_1,10
Mff_1,10
Mppe1,10
Gm10053,10
Ctdspl,10
Ppox_1,10
Sh3bp5l,10
Zfp65,10
Erlec1_1,10
Ewsr1_1,10
Phldb3,10
Cramp1,10
Pgrmc1,10
Afmid,10
Slc39a4,10
Stx5a_1,10
Smg7,10
Nsa2_1,10
Rpl26,10
Zfp386,10
Mdga1,10
Gapdh_1,10
Fam222b,10
Gm10073,10
Phf1,10
Akr7a5,10
Naca_1,10
Fnbp1,10
Polg_1,10
Dcp1b,10
Gsg1l,10
Cnbd2,10
Acp1_2,10
Sap18b,10
Mbd2_1,10
Rpl10_2,10
Dcaf8_1,10
Ak8,10
Rps6-ps1,10
Ndufaf3_1,10
Vamp5_1,10
Birc2,10
Sh2d3c_1,10
Nrm,10
Calcrl,10
Rps7_1,10
Axin1,10
Efcab14,10
Txnip_2,10
H2aj_1,10
Snrnp70_1,10
Srek1_1,10
Wbp2,10
Gm8894,10
Grk4,10
Hnrnpab_1,10
Septin11_1,10
Or8b53,10
Mtfmt,10
Glipr1_1,10
Rpl21-ps6,10
Tlr12,10
Preb_1,10
Hsph1,10
Hp,10
Borcs7,10
Wac_1,10
Irak4,10
Zfp35,10
Tmem140,10
Bud13_1,10
H2ac19,10
Unc13d_1,10
Kcnh7,10
Pepd,10
Gpr65,10
Med21,10
Zxdc,10
Kif21b,10
Rex1bd,10
Hspe1,10
Zfp874a,10
Exosc1,10
Hdhd5,10
Acot7,10
Szt2_1,10
Stard5,10
Nectin2,10
Cr1l_1,10
Chic2_1,10
Rpl21_2,10
Fkbp8_1,10
Safb2_1,10
Abcb10,10
Npm1_1,10
Ap3s2,10
Slbp_1,10
Nfatc2ip,10
Ado,10
Parp10,10
Yipf1,10
Gm10123,10
Rfxank_1,10
Cox6b1_1,10
Tubb2b,10
Arhgap35,10
Cks2,10
Kdm2a,10
Pex19_1,10
Tsnax,10
Cand2,10
B3gnt8_1,10
Csf2ra_1,10
Slc8b1,10
Prcp_1,10
Ctf2,10
Pdgfa,10
Rnf2,10
Eno1b,10
Abtb2,10
Herc2,10
Rcc1l,10
Ifit3b,10
Zfp865_1,10
Ppm1m_1,10
Upf3b_1,10
Rabep1_1,10
Prpf40a_1,10
Arhgap10,10
Serpinb1a,10
Eif4e2_1,10
Rpl10-ps3,10
Sf3b4,10
Gm8730,10
Pmpca,10
Ubqln1,10
Serpinb6a_3,10
Cdk5rap2_1,10
Ptp4a1_2,10
Iho1,10
Crtc1,10
Chtop_2,10
Ndufa3_1,10
Slc25a3,10
Sypl1_2,10
Ikzf1,10
Scaf8_1,10
Atg13,10
Iah1,10
Cdc42ep5,10
Cop1,10
Trim30a,10
Gpn1,10
Zdhhc8,10
Rabac1,10
4930453N24Rik_1,10
Uxs1,10
Pcbp2_1,10
Rnf185,10
Polr3b,10
Ethe1,10
Gene_20,10
Rxra,10
Ext1_1,10
Atrnl1,10
Pdia4,10
Ptpra,10
Dmac2,10
Rnpep_1,10
Hmbs_1,10
Gba1,10
Mtrfr,10
Fiz1_1,10
Gm7536,10
Dctn1,10
Bloc1s3,10
Rpl21-ps7,10
Gm6807,10
Nfat5_1,10
Stk19,10
Zfp12,10
Dqx1,10
Rpp21_2,10
Tuba1b,10
Fus_1,10
Pik3c2b,10
Brd3,10
Arpc5,10
0610030E20Rik_1,10
Ssrp1_1,10
Nrbf2,10
Prpf4b,10
Rpl27_1,10
Rpl38_1,10
H2-T22_2,10
Entr1,10
Rnf114_1,10
Ehmt2_1,10
Eif1a,10
Rsrp1_1,10
Mllt3_1,10
Skap2_1,10
Serhl,10
Gimap8,10
Pou3f4,10
Gm10108,10
H2bc27,10
Rpl7l1,10
Tmem175,10
Mff_2,10
Csgalnact1,10
Emp2,10
Rpl28_2,10
Pirb,10
Memo1_1,10
Tcf4,10
C1qbp,10
Sec22c,10
Rab43,10
Uqcrh_2,10
Lrrc58,10
H2ac18,10
Rps27a-ps2,10
Gm6030,10
Vps28,10
Rpl35a_1,10
Fcgr4,10
Gmfg,10
Mrps14_1,10
Spen,10
Ampd2,10
Phf6,10
Zfp706_1,10
Marchf8_1,10
Bloc1s2_1,10
Slc35e3,10
Mapk7,10
Rpl34_2,10
Mrpl18,10
Scand1,10
Abcc5,10
Letm2,10
Prpf38a,10
Mink1_1,10
Ipmk,10
Mctp2,10
Ubl3_1,10
Pgghg,10
Fkbp5,10
Cep89_1,10
Daxx,10
Ggta1,10
Mid1,10
Tuba4a_1,10
Nlrp3,10
Ube2s_1,10
Cherp_1,10
Itpr2,10
Paqr9,10
Tor3a,10
Exosc5_1,10
Ybx1_1,10
Nsmce2,10
Rpl17,10
Hax1,10
Gm10036,10
Rpl30_2,10
Ctbp1_1,10
Zfp422_2,10
Wdr83os_1,10
Csnk1g2_1,10
Pcyt1a,10
Notch2,10
Stk24,10
Suclg2_1,10
Cdc25b_2,10
Srsf1_1,10
Znrf2,10
Scamp4,10
Ewsr1_2,10
Fcer1g,10
Hspbp1,10
Slc39a13,10
Las1l,10
Ufc1,10
Gspt1_1,10
